eli,DISTRITO,CULTIVO
6377,LA LIBERTAD-CHEPEN-PACANGA,Camote
6378,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Arveja grano verde
6379,LA LIBERTAD-SANTIAGO DE CHUCO-MOLLEPATA,Papa color
6380,LA LIBERTAD-GRAN CHIMU-MARMOT,Papa blanca
6381,LAMBAYEQUE-FERRENAFE-INCAHUASI,Papa color
6382,LIMA-CANETE-SAN VICENTE DE CANETE,Aji
6383,LIMA-CANETE-PACARAN,Tomate
6384,LIMA-CANETE-QUILMANA,Zapallo
6385,LIMA-HUAURA-CHECRAS,Frijol grano seco
6386,LIMA-HUAURA-HUAURA,Zapallo
6387,LIMA-HUAURA-SAYAN,Aji
6388,LIMA-HUAURA-VEGUETA,Zapallo
6389,LORETO-MAYNAS-TORRES CAUSANA,Arroz cascara
6390,LORETO-ALTO AMAZONAS-YURIMAGUAS,Maiz amarillo duro
6391,LORETO-ALTO AMAZONAS-BALSAPUERTO,Arroz cascara
6392,LORETO-ALTO AMAZONAS-BALSAPUERTO,Maiz amarillo duro
6393,LORETO-ALTO AMAZONAS-LAGUNAS,Arroz cascara
6394,LORETO-ALTO AMAZONAS-LAGUNAS,Maiz amarillo duro
6395,LORETO-ALTO AMAZONAS-SANTA CRUZ,Arroz cascara
6396,LORETO-ALTO AMAZONAS-SANTA CRUZ,Maiz amarillo duro
6397,LORETO-REQUENA-CAPELO,Arroz cascara
6398,LORETO-REQUENA-EMILIO SAN MARTIN,Arroz cascara
6399,LORETO-REQUENA-EMILIO SAN MARTIN,Maiz amarillo duro
6400,LORETO-REQUENA-MAQUIA,Arroz cascara
6401,LORETO-REQUENA-PUINAHUA,Maiz amarillo duro
6402,LORETO-REQUENA-SAQUENA,Maiz amarillo duro
6403,LORETO-REQUENA-SAQUENA,Yuca
6404,LORETO-REQUENA-TAPICHE,Maiz amarillo duro
6405,PASCO-DANIEL ALCIDES CARRION-YANAHUANCA,Zanahoria
6406,PASCO-OXAPAMPA-PALCAZU,Yuca
6407,PASCO-OXAPAMPA-VILLA RICA,Maiz amarillo duro
6408,SAN MARTIN-SAN MARTIN-HUIMBAYOC,Maiz amarillo duro
6409,AMAZONAS-CHACHAPOYAS-CHETO,Maiz choclo
6410,AMAZONAS-CHACHAPOYAS-LA JALCA,Maiz amarillo duro
6411,AMAZONAS-BONGARA-YAMBRASBAMBA,Papa color
6412,AMAZONAS-RODRIGUEZ DE MENDOZA-CHIRIMOTO,Maiz amarillo duro
6413,AMAZONAS-RODRIGUEZ DE MENDOZA-CHIRIMOTO,Maiz amilaceo
6414,AMAZONAS-RODRIGUEZ DE MENDOZA-LIMABAMBA,Maiz amarillo duro
6415,AMAZONAS-RODRIGUEZ DE MENDOZA-LIMABAMBA,Yuca
6416,AMAZONAS-RODRIGUEZ DE MENDOZA-TOTORA,Yuca
6417,ANCASH-HUAYLAS-CARAZ,Maiz amilaceo
6418,ANCASH-SANTA-MACATE,Papa blanca
6419,ANCASH-SANTA-NUEVO CHIMBOTE,Tomate
6420,AREQUIPA-AREQUIPA-POLOBAYA,Arveja grano verde
6421,CAJAMARCA-CAJAMARCA-SAN JUAN,Papa blanca
6422,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Papa blanca
6423,CAJAMARCA-CELENDIN-MIGUEL IGLESIAS,Papa color
6424,CAJAMARCA-CELENDIN-OXAMARCA,Papa nativa
6425,CAJAMARCA-CELENDIN-SOROCHUCO,Papa blanca
6426,CAJAMARCA-CELENDIN-SOROCHUCO,Papa color
6427,CUSCO-ANTA-ANCAHUASI,Arveja grano verde
6428,CUSCO-LA CONVENCION-HUAYOPATA,Papa nativa
6429,CUSCO-LA CONVENCION-OCOBAMBA,Papa nativa
6430,CUSCO-PAUCARTAMBO-CHALLABAMBA,Papa color
6431,CUSCO-PAUCARTAMBO-KOSYIPATA,Maiz amarillo duro
6432,HUANCAVELICA-HUAYTARA-QUITO-ARMA,Maiz choclo
6433,HUANCAVELICA-TAYACAJA-SANTIAGO DE TUCUMA,Olluco
6434,HUANUCO-AMBO-SAN RAFAEL,Papa color
6435,HUANUCO-DOS DE MAYO-MARIAS,Papa blanca
6436,HUANUCO-DOS DE MAYO-SILLAPATA,Papa color
6437,HUANUCO-HUACAYBAMBA-CANCHABAMBA,Papa blanca
6438,HUANUCO-PACHITEA-PANAO,Olluco
6439,JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,Papa color
6440,JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,Papa nativa
6441,JUNIN-CONCEPCION-SANTA ROSA DE OCOPA,Arveja grano verde
6442,LA LIBERTAD-PATAZ-PATAZ,Papa color
6443,LAMBAYEQUE-CHICLAYO-CHONGOYAPE,Frijol grano seco
6444,LIMA-LIMA-CARABAYLLO,Frijol grano seco
6445,LIMA-CANETE-PACARAN,Aji
6446,LIMA-CANETE-SAN ANTONIO,Camote
6447,LIMA-HUAURA-CALETA DE CARQUIN,Papa blanca
6448,LIMA-HUAURA-VEGUETA,Arveja grano verde
6449,LIMA-HUAURA-VEGUETA,Maiz choclo
6450,LIMA-HUAURA-VEGUETA,Tomate
6451,LORETO-LORETO-TROMPETEROS,Maiz amarillo duro
6452,LORETO-MARISCAL RAMON CASTILLA-RAMON CASTILLA,Zapallo
6453,LORETO-REQUENA-CAPELO,Tomate
6454,LORETO-REQUENA-MAQUIA,Tomate
6455,LORETO-REQUENA-PUINAHUA,Arroz cascara
6456,LORETO-REQUENA-PUINAHUA,Tomate
6457,MADRE DE DIOS-MANU-MADRE DE DIOS,Camote
6458,PASCO-DANIEL ALCIDES CARRION-CHACAYAN,Papa blanca
6459,PASCO-DANIEL ALCIDES CARRION-TAPUC,Papa blanca
6460,SAN MARTIN-MOYOBAMBA-MOYOBAMBA,Frijol grano seco
6461,SAN MARTIN-MOYOBAMBA-JEPELACIO,Yuca
6462,SAN MARTIN-SAN MARTIN-LA BANDA DE SHILCAYO,Maiz amarillo duro
6463,SAN MARTIN-TOCACHE-TOCACHE,Maiz amarillo duro
6464,SAN MARTIN-TOCACHE-NUEVO PROGRESO,Maiz amarillo duro
6465,SAN MARTIN-TOCACHE-SHUNTE,Yuca
6466,TUMBES-TUMBES-TUMBES,Aji
6467,UCAYALI-CORONEL PORTILLO-IPARIA,Zapallo
6468,AMAZONAS-BONGARA-FLORIDA,Maiz amarillo duro
6469,AMAZONAS-BONGARA-FLORIDA,Papa nativa
6470,ANCASH-SANTA-CHIMBOTE,Algodon
6471,ANCASH-SANTA-CHIMBOTE,Trigo
6472,ANCASH-YUNGAY-RANRAHIRCA,Papa color
6473,CAJAMARCA-CELENDIN-CORTEGANA,Papa blanca
6474,CAJAMARCA-CELENDIN-CORTEGANA,Papa color
6475,CAJAMARCA-SAN MARCOS-JOSE SABOGAL,Olluco
6476,CUSCO-PAUCARTAMBO-CHALLABAMBA,Papa blanca
6477,CUSCO-PAUCARTAMBO-KOSYIPATA,Frijol grano seco
6478,HUANUCO-AMBO-HUACAR,Olluco
6479,HUANUCO-DOS DE MAYO-QUIVILLA,Papa color
6480,HUANUCO-DOS DE MAYO-SILLAPATA,Papa blanca
6481,JUNIN-TARMA-ACOBAMBA,Maiz choclo
6482,LA LIBERTAD-BOLIVAR-UCUNCHA,Papa nativa
6483,LA LIBERTAD-GRAN CHIMU-LUCMA,Papa blanca
6484,LAMBAYEQUE-CHICLAYO-CHONGOYAPE,Yuca
6485,LIMA-HUAURA-VEGUETA,Papa color
6486,LORETO-MAYNAS-FERNANDO LORES,Frijol grano seco
6487,LORETO-LORETO-PARINARI,Frijol grano seco
6488,LORETO-LORETO-PARINARI,Tomate
6489,LORETO-REQUENA-CAPELO,Aji
6490,LORETO-REQUENA-MAQUIA,Aji
6491,LORETO-REQUENA-MAQUIA,Frijol grano seco
6492,LORETO-REQUENA-MAQUIA,Zapallo
6493,PIURA-MORROPON-CHALACO,Yuca
6494,PIURA-SULLANA-LANCONES,Maiz amarillo duro
6495,SAN MARTIN-MOYOBAMBA-CALZADA,Frijol grano seco
6496,SAN MARTIN-MOYOBAMBA-HABANA,Maiz amarillo duro
6497,SAN MARTIN-MOYOBAMBA-SORITOR,Frijol grano seco
6498,SAN MARTIN-LAMAS-BARRANQUITA,Frijol grano seco
6499,SAN MARTIN-LAMAS-BARRANQUITA,Maiz amarillo duro
6500,SAN MARTIN-SAN MARTIN-HUIMBAYOC,Yuca
6501,SAN MARTIN-TOCACHE-POLVORA,Maiz amarillo duro
6502,SAN MARTIN-TOCACHE-SHUNTE,Maiz amarillo duro
6503,SAN MARTIN-TOCACHE-UCHIZA,Maiz amarillo duro
6504,TACNA-TACNA-SAMA,Maiz choclo
6505,TUMBES-TUMBES-PAMPAS DE HOSPITAL,Camote
6506,AMAZONAS-CHACHAPOYAS-LEIMEBAMBA,Maiz amarillo duro
6507,ANCASH-CORONGO-LA PAMPA,Maiz amarillo duro
6508,ANCASH-HUAYLAS-MATO,Papa color
6509,ANCASH-OCROS-COCHAS,Papa blanca
6510,ANCASH-SANTA-MACATE,Papa color
6511,ANCASH-SANTA-MACATE,Papa nativa
6512,ANCASH-SANTA-MACATE,Tomate
6513,AREQUIPA-CASTILLA-HUANCARQUI,Maiz choclo
6514,AREQUIPA-ISLAY-MOLLENDO,Ajo
6515,AREQUIPA-ISLAY-COCACHACRA,Ajo
6516,AREQUIPA-ISLAY-COCACHACRA,Camote
6517,AREQUIPA-ISLAY-COCACHACRA,Papa color
6518,AREQUIPA-ISLAY-COCACHACRA,Trigo
6519,AREQUIPA-ISLAY-DEAN VALDIVIA,Papa color
6520,AREQUIPA-ISLAY-MEJIA,Ajo
6521,CAJAMARCA-CAJAMARCA-SAN JUAN,Frijol grano seco
6522,CAJAMARCA-CELENDIN-SUCRE,Papa blanca
6523,CAJAMARCA-CELENDIN-SUCRE,Papa nativa
6524,CAJAMARCA-CHOTA-MIRACOSTA,Frijol grano seco
6525,CAJAMARCA-CHOTA-TOCMOCHE,Frijol grano seco
6526,CAJAMARCA-CUTERVO-SANTO TOMAS,Papa blanca
6527,CAJAMARCA-JAEN-LAS PIRIAS,Papa blanca
6528,CAJAMARCA-SAN MARCOS-GREGORIO PITA,Papa color
6529,HUANUCO-DOS DE MAYO-QUIVILLA,Papa blanca
6530,HUANUCO-DOS DE MAYO-SHUNQUI,Papa blanca
6531,ICA-NASCA-NAZCA,Maiz choclo
6532,ICA-PISCO-SAN ANDRES,Zapallo
6533,JUNIN-HUANCAYO-SANTO DOMINGO DE ACOBAMBA,Olluco
6534,LA LIBERTAD-PACASMAYO-SAN PEDRO DE LLOC,Maiz amarillo duro
6535,LAMBAYEQUE-CHICLAYO-PATAPO,Frijol grano seco
6536,LAMBAYEQUE-FERRENAFE-FERRENAFE,Camote
6537,LAMBAYEQUE-FERRENAFE-PUEBLO NUEVO,Camote
6538,LIMA-LIMA-CARABAYLLO,Arveja grano verde
6539,LIMA-LIMA-CARABAYLLO,Maiz choclo
6540,LIMA-LIMA-CARABAYLLO,Zapallo
6541,LIMA-BARRANCA-BARRANCA,Ajo
6542,LIMA-BARRANCA-BARRANCA,Papa blanca
6543,LIMA-BARRANCA-PATIVILCA,Ajo
6544,LIMA-BARRANCA-PATIVILCA,Papa color
6545,LIMA-CANETE-CERRO AZUL,Papa color
6546,LIMA-HUARAL-HUARAL,Ajo
6547,LIMA-HUARAL-HUARAL,Maiz choclo
6548,LIMA-HUARAL-AUCALLAMA,Arveja grano verde
6549,LIMA-HUAURA-HUAURA,Papa blanca
6550,LIMA-HUAURA-HUAURA,Papa color
6551,LIMA-HUAURA-LEONCIO PRADO,Frijol grano seco
6552,LIMA-HUAURA-LEONCIO PRADO,Maiz amarillo duro
6553,LIMA-HUAURA-LEONCIO PRADO,Maiz choclo
6554,LIMA-HUAURA-LEONCIO PRADO,Tomate
6555,LIMA-HUAURA-SAYAN,Papa color
6556,LIMA-HUAURA-VEGUETA,Papa blanca
6557,LORETO-ALTO AMAZONAS-YURIMAGUAS,Frijol grano seco
6558,LORETO-ALTO AMAZONAS-JEBEROS,Frijol grano seco
6559,LORETO-REQUENA-CAPELO,Zapallo
6560,LORETO-REQUENA-EMILIO SAN MARTIN,Aji
6561,LORETO-REQUENA-PUINAHUA,Aji
6562,LORETO-REQUENA-PUINAHUA,Zapallo
6563,LORETO-REQUENA-SAQUENA,Arroz cascara
6564,LORETO-REQUENA-SAQUENA,Frijol grano seco
6565,LORETO-REQUENA-TAPICHE,Arroz cascara
6566,LORETO-REQUENA-TAPICHE,Frijol grano seco
6567,MOQUEGUA-GENERAL SANCHEZ CERRO-UBINAS,Ajo
6568,PASCO-DANIEL ALCIDES CARRION-CHACAYAN,Papa color
6569,PASCO-DANIEL ALCIDES CARRION-VILCABAMBA,Papa color
6570,PASCO-OXAPAMPA-PALCAZU,Frijol grano seco
6571,PIURA-AYABACA-FRIAS,Frijol grano seco
6572,PIURA-HUANCABAMBA-EL CARMEN DE LA FRONTERA,Arveja grano verde
6573,PIURA-MORROPON-SANTA CATALINA DE MOSSA,Camote
6574,PIURA-MORROPON-SANTA CATALINA DE MOSSA,Yuca
6575,SAN MARTIN-MOYOBAMBA-HABANA,Frijol grano seco
6576,SAN MARTIN-MOYOBAMBA-YANTALO,Frijol grano seco
6577,SAN MARTIN-LAMAS-CAYNARACHI,Maiz amarillo duro
6578,SAN MARTIN-MARISCAL CACERES-JUANJUI,Frijol grano seco
6579,SAN MARTIN-MARISCAL CACERES-PACHIZA,Frijol grano seco
6580,SAN MARTIN-SAN MARTIN-CHIPURANA,Yuca
6581,SAN MARTIN-SAN MARTIN-HUIMBAYOC,Frijol grano seco
6582,SAN MARTIN-SAN MARTIN-LA BANDA DE SHILCAYO,Frijol grano seco
6583,SAN MARTIN-SAN MARTIN-PAPAPLAYA,Frijol grano seco
6584,SAN MARTIN-TOCACHE-SHUNTE,Frijol grano seco
6585,UCAYALI-CORONEL PORTILLO-MASISEA,Tomate
6586,UCAYALI-CORONEL PORTILLO-MANANTAY,Tomate
6587,AMAZONAS-CHACHAPOYAS-MAGDALENA,Maiz amarillo duro
6588,AMAZONAS-CHACHAPOYAS-MARISCAL CASTILLA,Haba grano seco
6589,AMAZONAS-CHACHAPOYAS-SAN ISIDRO DE MAINO,Haba grano seco
6590,AMAZONAS-BONGARA-FLORIDA,Olluco
6591,ANCASH-ANTONIO RAYMONDI-CHACCHO,Papa blanca
6592,ANCASH-CORONGO-BAMBAS,Frijol grano seco
6593,ANCASH-CORONGO-LA PAMPA,Frijol grano seco
6594,ANCASH-CORONGO-YANAC,Frijol grano seco
6595,ANCASH-CORONGO-YANAC,Maiz amarillo duro
6596,ANCASH-CORONGO-YUPAN,Frijol grano seco
6597,ANCASH-HUARMEY-HUARMEY,Maiz amilaceo
6598,ANCASH-OCROS-ACAS,Aji
6599,ANCASH-OCROS-ACAS,Paprika
6600,ANCASH-OCROS-COCHAS,Papa color
6601,ANCASH-OCROS-COCHAS,Paprika
6602,ANCASH-OCROS-SAN PEDRO,Paprika
6603,ANCASH-SANTA-SAMANCO,Frijol grano seco
6604,APURIMAC-AYMARAES-LUCRE,Arveja grano verde
6605,APURIMAC-AYMARAES-TINTAY,Arveja grano verde
6606,APURIMAC-CHINCHEROS-HUACCANA,Arveja grano verde
6607,APURIMAC-CHINCHEROS-ONGOY,Arveja grano verde
6608,APURIMAC-CHINCHEROS-ONGOY,Maiz choclo
6609,APURIMAC-CHINCHEROS-ROCCHACC,Arveja grano verde
6610,AREQUIPA-CAMANA-MARISCAL CACERES,Papa color
6611,AREQUIPA-CAMANA-QUILCA,Trigo
6612,AREQUIPA-CARAVELI-ATICO,Maiz amarillo duro
6613,AREQUIPA-CARAVELI-ATICO,Maiz amilaceo
6614,AREQUIPA-CARAVELI-CHAPARRA,Camote
6615,AREQUIPA-CARAVELI-CHAPARRA,Maiz amilaceo
6616,AREQUIPA-CARAVELI-JAQUI,Papa color
6617,AREQUIPA-CASTILLA-APLAO,Frijol grano seco
6618,AREQUIPA-CASTILLA-APLAO,Maiz amilaceo
6619,AREQUIPA-CASTILLA-HUANCARQUI,Ajo
6620,AREQUIPA-CONDESUYOS-RIO GRANDE,Tomate
6621,AREQUIPA-ISLAY-COCACHACRA,Papa blanca
6622,CAJAMARCA-CAJAMARCA-SAN JUAN,Olluco
6623,CAJAMARCA-CAJABAMBA-CONDEBAMBA,Arveja grano verde
6624,CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,Frijol grano seco
6625,CAJAMARCA-CUTERVO-SANTO TOMAS,Arveja grano seco
6626,CAJAMARCA-CUTERVO-SANTO TOMAS,Arveja grano verde
6627,CAJAMARCA-JAEN-HUABAL,Arveja grano seco
6628,CAJAMARCA-SAN IGNACIO-SAN IGNACIO,Arveja grano verde
6629,CAJAMARCA-SAN MARCOS-EDUARDO VILLANUEVA,Frijol grano seco
6630,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Papa blanca
6631,CAJAMARCA-SAN MARCOS-JOSE MANUEL QUIROZ,Papa color
6632,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Ajo
6633,CAJAMARCA-SAN MIGUEL-SAN GREGORIO,Papa blanca
6634,CAJAMARCA-SAN MIGUEL-SAN GREGORIO,Papa color
6635,HUANCAVELICA-CHURCAMPA-PACHAMARCA,Papa color
6636,HUANUCO-LEONCIO PRADO-JOSE CRESPO Y CASTILLO,Aji
6637,HUANUCO-LEONCIO PRADO-MARIANO DAMASO BERAUN,Aji
6638,HUANUCO-LEONCIO PRADO-PUCAYACU,Aji
6639,HUANUCO-LEONCIO PRADO-PUEBLO NUEVO,Aji
6640,HUANUCO-LEONCIO PRADO-SANTO DOMINGO DE ANDA,Aji
6641,HUANUCO-MARANON-CHOLON,Aji
6642,HUANUCO-MARANON-SANTA ROSA,Aji
6643,ICA-ICA-PACHACUTEC,Algodon
6644,ICA-ICA-PACHACUTEC,Papa color
6645,ICA-ICA-PARCONA,Algodon
6646,ICA-ICA-PARCONA,Tomate
6647,ICA-ICA-SAN JOSE DE LOS MOLINOS,Frijol grano seco
6648,ICA-ICA-SANTIAGO,Papa color
6649,ICA-CHINCHA-EL CARMEN,Maiz choclo
6650,ICA-NASCA-EL INGENIO,Arveja grano verde
6651,ICA-NASCA-VISTA ALEGRE,Arveja grano verde
6652,ICA-NASCA-VISTA ALEGRE,Frijol grano seco
6653,ICA-PISCO-HUMAY,Cebolla cabeza roja
6654,ICA-PISCO-HUMAY,Papa color
6655,ICA-PISCO-SAN CLEMENTE,Papa blanca
6656,ICA-PISCO-SAN CLEMENTE,Papa color
6657,ICA-PISCO-TUPAC AMARU INCA,Cebolla cabeza blanca o amarilla
6658,ICA-PISCO-TUPAC AMARU INCA,Papa color
6659,JUNIN-CONCEPCION-MARISCAL CASTILLA,Olluco
6660,LA LIBERTAD-ASCOPE-CHOCOPE,Frijol grano seco
6661,LA LIBERTAD-CHEPEN-CHEPEN,Tomate
6662,LA LIBERTAD-CHEPEN-PACANGA,Maiz amarillo duro
6663,LA LIBERTAD-JULCAN-JULCAN,Frijol grano seco
6664,LA LIBERTAD-PACASMAYO-SAN JOSE,Frijol grano seco
6665,LA LIBERTAD-GRAN CHIMU-CASCAS,Ajo
6666,LA LIBERTAD-GRAN CHIMU-CASCAS,Papa blanca
6667,LA LIBERTAD-GRAN CHIMU-LUCMA,Olluco
6668,LA LIBERTAD-VIRU-VIRU,Papa blanca
6669,LAMBAYEQUE-CHICLAYO-PUCALA,Camote
6670,LAMBAYEQUE-LAMBAYEQUE-LAMBAYEQUE,Maiz amilaceo
6671,LIMA-LIMA-CARABAYLLO,Ajo
6672,LIMA-LIMA-CARABAYLLO,Papa color
6673,LIMA-LIMA-CARABAYLLO,Zanahoria
6674,LIMA-LIMA-SAN MARTIN DE PORRES,Ajo
6675,LIMA-BARRANCA-BARRANCA,Maiz choclo
6676,LIMA-BARRANCA-PATIVILCA,Arveja grano verde
6677,LIMA-BARRANCA-SUPE PUERTO,Zapallo
6678,LIMA-CANETE-SAN VICENTE DE CANETE,Maiz choclo
6679,LIMA-HUARAL-HUARAL,Arveja grano verde
6680,LIMA-HUARAL-CHANCAY,Arveja grano verde
6681,LIMA-HUAURA-HUACHO,Maiz choclo
6682,LIMA-HUAURA-PACCHO,Frijol grano seco
6683,LIMA-HUAURA-SANTA LEONOR,Frijol grano seco
6684,LORETO-ALTO AMAZONAS-SANTA CRUZ,Tomate
6685,LORETO-ALTO AMAZONAS-TENIENTE CESAR LOPEZ ROJAS,Aji
6686,PIURA-AYABACA-SAPILLICA,Camote
6687,PIURA-AYABACA-SAPILLICA,Yuca
6688,PIURA-MORROPON-CHALACO,Ajo
6689,PIURA-MORROPON-CHALACO,Frijol grano seco
6690,PIURA-MORROPON-SANTA CATALINA DE MOSSA,Frijol grano seco
6691,PIURA-MORROPON-SANTO DOMINGO,Ajo
6692,PIURA-MORROPON-SANTO DOMINGO,Zapallo
6693,SAN MARTIN-MARISCAL CACERES-HUICUNGO,Frijol grano seco
6694,SAN MARTIN-PICOTA-PICOTA,Frijol grano seco
6695,SAN MARTIN-PICOTA-BUENOS AIRES,Frijol grano seco
6696,SAN MARTIN-PICOTA-CASPISAPA,Frijol grano seco
6697,SAN MARTIN-PICOTA-PILLUANA,Frijol grano seco
6698,SAN MARTIN-PICOTA-PUCACACA,Frijol grano seco
6699,SAN MARTIN-PICOTA-SAN CRISTOBAL,Frijol grano seco
6700,SAN MARTIN-PICOTA-SAN HILARION,Frijol grano seco
6701,SAN MARTIN-PICOTA-SHAMBOYACU,Frijol grano seco
6702,SAN MARTIN-PICOTA-TINGO DE PONASA,Frijol grano seco
6703,SAN MARTIN-PICOTA-TRES UNIDOS,Frijol grano seco
6704,SAN MARTIN-RIOJA-PARDO MIGUEL,Tomate
6705,SAN MARTIN-RIOJA-YORONGOS,Aji
6706,SAN MARTIN-SAN MARTIN-CHIPURANA,Frijol grano seco
6707,SAN MARTIN-SAN MARTIN-CHIPURANA,Maiz amarillo duro
6708,SAN MARTIN-SAN MARTIN-EL PORVENIR,Maiz amarillo duro
6709,SAN MARTIN-SAN MARTIN-PAPAPLAYA,Maiz amarillo duro
6710,TACNA-TACNA-INCLAN,Papa color
6711,TACNA-JORGE BASADRE-LOCUMBA,Ajo
6712,TACNA-JORGE BASADRE-LOCUMBA,Trigo
6713,TUMBES-TUMBES-TUMBES,Camote
6714,TUMBES-CONTRALMIRANTE VILLAR-CASITAS,Tomate
6715,UCAYALI-CORONEL PORTILLO-MASISEA,Aji
6716,UCAYALI-CORONEL PORTILLO-MASISEA,Frijol grano seco
6717,AMAZONAS-CHACHAPOYAS-MARISCAL CASTILLA,Camote
6718,AMAZONAS-CHACHAPOYAS-MOLINOPAMPA,Frijol grano seco
6719,AMAZONAS-CHACHAPOYAS-SOLOCO,Maiz choclo
6720,AMAZONAS-CHACHAPOYAS-SONCHE,Yuca
6721,AMAZONAS-BAGUA-ARAMANGO,Yuca
6722,AMAZONAS-BONGARA-JAZAN,Maiz amilaceo
6723,AMAZONAS-BONGARA-VALERA,Arveja grano verde
6724,ANCASH-HUARAZ-TARICA,Arveja grano verde
6725,ANCASH-CARHUAZ-SHILLA,Maiz amilaceo
6726,ANCASH-HUAYLAS-CARAZ,Olluco
6727,ANCASH-HUAYLAS-CARAZ,Papa blanca
6728,ANCASH-HUAYLAS-HUAYLAS,Papa blanca
6729,ANCASH-HUAYLAS-PAMPAROMAS,Olluco
6730,ANCASH-HUAYLAS-PAMPAROMAS,Papa blanca
6731,ANCASH-HUAYLAS-SANTO TORIBIO,Papa blanca
6732,ANCASH-YUNGAY-QUILLO,Olluco
6733,APURIMAC-ABANCAY-CURAHUASI,Papa blanca
6734,APURIMAC-ABANCAY-CURAHUASI,Tomate
6735,APURIMAC-ABANCAY-SAN PEDRO DE CACHORA,Arveja grano verde
6736,APURIMAC-ANDAHUAYLAS-PACUCHA,Papa color
6737,APURIMAC-ANDAHUAYLAS-TALAVERA,Papa color
6738,AREQUIPA-CASTILLA-HUANCARQUI,Cebolla cabeza roja
6739,AREQUIPA-CONDESUYOS-CHUQUIBAMBA,Quinua
6740,CAJAMARCA-CAJABAMBA-CACHACHI,Frijol grano seco
6741,CAJAMARCA-CAJABAMBA-CONDEBAMBA,Maiz amarillo duro
6742,CAJAMARCA-CHOTA-HUAMBOS,Papa blanca
6743,CAJAMARCA-CHOTA-SAN JUAN DE LICUPIS,Papa blanca
6744,CAJAMARCA-CHOTA-TOCMOCHE,Maiz amarillo duro
6745,CAJAMARCA-CONTUMAZA-CUPISNIQUE,Papa blanca
6746,CAJAMARCA-CONTUMAZA-SANTA CRUZ DE TOLED,Papa blanca
6747,CAJAMARCA-CUTERVO-CHOROS,Yuca
6748,CAJAMARCA-CUTERVO-STO. DOMINGO DE LA CAPILLA,Yuca
6749,CAJAMARCA-JAEN-HUABAL,Papa blanca
6750,CAJAMARCA-JAEN-PUCARA,Arroz cascara
6751,CAJAMARCA-SAN IGNACIO-SAN JOSE DE LOURDES,Arroz cascara
6752,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Papa blanca
6753,CAJAMARCA-SAN MIGUEL-SAN MIGUEL,Papa nativa
6754,CAJAMARCA-SAN MIGUEL-CALQUIS,Papa blanca
6755,CAJAMARCA-SAN PABLO-SAN LUIS,Yuca
6756,CUSCO-ANTA-LIMATAMBO,Papa color
6757,HUANCAVELICA-CASTROVIRREYNA-ARMA,Arveja grano verde
6758,HUANCAVELICA-CASTROVIRREYNA-CHUPAMARCA,Maiz amilaceo
6759,HUANCAVELICA-HUAYTARA-OCOYO,Papa color
6760,HUANCAVELICA-HUAYTARA-QUERCO,Papa color
6761,HUANCAVELICA-HUAYTARA-SAN FSCO. DE SANGAYAICO,Papa color
6762,HUANCAVELICA-TAYACAJA-DANIEL HERNANDEZ,Papa blanca
6763,HUANCAVELICA-TAYACAJA-HUACHOCOLPA,Papa blanca
6764,HUANCAVELICA-TAYACAJA-SAN MARCOS DE ROCCHAC,Papa nativa
6765,HUANCAVELICA-TAYACAJA-TINTAY PUNCU,Papa blanca
6766,HUANUCO-HUAMALIES-MONZON,Yuca
6767,HUANUCO-LEONCIO PRADO-DANIEL ALOMIA  ROBLES,Yuca
6768,HUANUCO-LEONCIO PRADO-HERMILIO VALDIZAN,Yuca
6769,HUANUCO-LEONCIO PRADO-CASTILLO GRANDE,Yuca
6770,HUANUCO-PACHITEA-CHAGLLA,Papa nativa
6771,ICA-ICA-SALAS,Maiz amarillo duro
6772,ICA-PISCO-PARACAS,Paprika
6773,JUNIN-TARMA-TARMA,Cebolla cabeza roja
6774,LA LIBERTAD-TRUJILLO-POROTO,Zapallo
6775,LA LIBERTAD-CHEPEN-CHEPEN,Maiz amarillo duro
6776,LA LIBERTAD-JULCAN-JULCAN,Papa blanca
6777,LA LIBERTAD-JULCAN-CARABAMBA,Papa blanca
6778,LA LIBERTAD-JULCAN-CARABAMBA,Papa color
6779,LA LIBERTAD-JULCAN-HUASO,Papa blanca
6780,LA LIBERTAD-JULCAN-HUASO,Papa color
6781,LA LIBERTAD-JULCAN-HUASO,Papa nativa
6782,LA LIBERTAD-PATAZ-BULDIBUYO,Papa blanca
6783,LA LIBERTAD-PATAZ-HUANCASPATA,Olluco
6784,LA LIBERTAD-PATAZ-HUANCASPATA,Papa blanca
6785,LA LIBERTAD-SANCHEZ CARRION-HUAMACHUCO,Papa blanca
6786,LA LIBERTAD-SANTIAGO DE CHUCO-SANTIAGO DE CHUCO,Papa blanca
6787,LA LIBERTAD-SANTIAGO DE CHUCO-ANGASMARCA,Papa blanca
6788,LA LIBERTAD-SANTIAGO DE CHUCO-ANGASMARCA,Papa color
